Student_ID,Subject_ID,Score
1519,3,91.0
1519,4,48.0
1519,5,93.0
1519,6,86.0
1520,1,40.0
1520,2,83.0
1520,3,74.0
1520,4,50.0
1520,5,73.0
1520,6,55.0
1521,1,48.0
1521,2,71.0
1521,3,54.0
1521,4,51.0
1521,5,72.0
1521,6,84.0
1522,1,53.0
1522,2,96.0
1522,3,96.0
1522,4,47.0
1522,5,47.0
1522,6,66.0
1523,1,51.0
1523,2,40.0
1523,3,82.0
1523,4,79.0
1523,5,81.0
1523,6,90.0
1524,1,50.0
1524,2,78.0
1524,3,82.0
1524,4,70.0
1524,5,56.0
1524,6,72.0
1525,1,71.0
1525,2,97.0
1525,3,68.0
1525,4,60.0
1525,5,60.0
1525,6,79.0
1526,1,62.0
1526,2,95.0
1526,3,45.0
1526,4,61.0
1526,5,89.0
1526,6,77.0
1527,1,76.0
1527,2,84.0
1527,3,90.0
1527,4,93.0
1527,5,47.0
1527,6,80.0
1528,1,88.0
1528,2,74.0
1528,3,90.0
1528,4,50.0
1528,5,63.0
1528,6,88.0
1529,1,60.0
1529,2,90.0
1529,3,41.0
1529,4,79.0
1529,5,58.0
1529,6,78.0
1530,1,67.0
1530,2,98.0
1530,3,56.0
1530,4,45.0
1530,5,58.0
1530,6,95.0
1531,1,77.0
1531,2,67.0
1531,3,41.0
1531,4,77.0
1531,5,94.0
1531,6,76.0
1532,1,90.0
1532,2,91.0
1532,3,43.0
1532,4,61.0
1532,5,65.0
1532,6,88.0
1533,1,82.0
1533,2,75.0
1533,3,97.0
1533,4,52.0
1533,5,91.0
1533,6,97.0
1534,1,71.0
1534,2,56.0
1534,3,80.0
1534,4,75.0
1534,5,94.0
1534,6,99.0
1535,1,85.0
1535,2,58.0
1535,3,97.0
1535,4,99.0
1535,5,74.0
1535,6,85.0
1536,1,79.0
1536,2,95.0
1536,3,98.0
1536,4,67.0
1536,5,40.0
1536,6,81.0
1537,1,57.0
1537,2,87.0
1537,3,79.0
1537,4,72.0
1537,5,51.0
1537,6,47.0
1538,1,63.0
1538,2,55.0
1538,3,89.0
1538,4,43.0
1538,5,77.0
1538,6,83.0
1539,1,66.0
1539,2,48.0
1539,3,
1539,4,55.0
1539,5,95.0
1539,6,51.0
1540,1,70.0
1540,2,63.0
1540,3,94.0
1540,4,53.0
1540,5,84.0
1540,6,64.0
1541,1,73.0
1541,2,
1541,3,97.0
1541,4,63.0
1541,5,93.0
1541,6,81.0
1542,1,48.0
1542,2,65.0
1542,3,59.0
1542,4,79.0
1542,5,49.0
1542,6,58.0
1543,1,42.0
1543,2,63.0
1543,3,44.0
1543,4,42.0
1543,5,97.0
1543,6,66.0
1544,1,55.0
1544,2,88.0
1544,3,54.0
1544,4,74.0
1544,5,51.0
1544,6,80.0
1545,1,92.0
1545,2,83.0
1545,3,65.0
1545,4,86.0
1545,5,73.0
1545,6,62.0
1546,1,70.0
1546,2,89.0
1546,3,59.0
1546,4,51.0
1546,5,
1546,6,43.0
1547,1,62.0
1547,2,87.0
1547,3,94.0
1547,4,87.0
1547,5,40.0
1547,6,93.0
1548,1,64.0
1548,2,41.0
1548,3,69.0
1548,4,42.0
1548,5,97.0
1548,6,60.0
1549,1,64.0
1549,2,59.0
1549,3,88.0
1549,4,91.0
1549,5,61.0
1549,6,60.0
1550,1,72.0
1550,2,91.0
1550,3,77.0
1550,4,54.0
1550,5,97.0
1550,6,97.0
1551,1,85.0
1551,2,91.0
1551,3,54.0
1551,4,85.0
1551,5,64.0
1551,6,60.0
1552,1,63.0
1552,2,96.0
1552,3,97.0
1552,4,44.0
1552,5,45.0
1552,6,88.0
1553,1,82.0
1553,2,87.0
1553,3,83.0
1553,4,86.0
1553,5,62.0
1553,6,43.0
1554,1,66.0
1554,2,57.0
1554,3,60.0
1554,4,67.0
1554,5,74.0
1554,6,61.0
1555,1,79.0
1555,2,62.0
1555,3,42.0
1555,4,79.0
1555,5,89.0
1555,6,49.0
1556,1,64.0
1556,2,91.0
1556,3,88.0
1556,4,47.0
1556,5,94.0
1556,6,50.0
1557,1,44.0
1557,2,97.0
1557,3,84.0
1557,4,92.0
1557,5,94.0
1557,6,76.0
1558,1,95.0
1558,2,98.0
1558,3,84.0
1558,4,77.0
1558,5,68.0
1558,6,44.0
1559,1,48.0
1559,2,98.0
1559,3,87.0
1559,4,41.0
1559,5,40.0
1559,6,79.0
1560,1,99.0
1560,2,90.0
1560,3,69.0
1560,4,50.0
1560,5,67.0
1560,6,83.0
1561,1,51.0
1561,2,78.0
1561,3,65.0
1561,4,52.0
1561,5,98.0
1561,6,47.0
1562,1,93.0
1562,2,67.0
1562,3,97.0
1562,4,69.0
1562,5,48.0
1562,6,78.0
1563,1,70.0
1563,2,97.0
1563,3,60.0
1563,4,95.0
1563,5,86.0
1563,6,73.0
1564,1,94.0
1564,2,70.0
1564,3,91.0
1564,4,64.0
1564,5,51.0
1564,6,40.0
1565,1,94.0
1565,2,61.0
1565,3,79.0
1565,4,76.0
1565,5,86.0
1565,6,40.0
1566,1,40.0
1566,2,96.0
1566,3,81.0
1566,4,93.0
1566,5,81.0
1566,6,60.0
1567,1,54.0
1567,2,56.0
1567,3,61.0
1567,4,77.0
1567,5,74.0
1567,6,84.0
1568,1,55.0
1568,2,47.0
1568,3,86.0
1568,4,56.0
1568,5,56.0
1568,6,93.0
1569,1,65.0
1569,2,52.0
1569,3,56.0
1569,4,77.0
1569,5,56.0
1569,6,87.0
1570,1,53.0
1570,2,84.0
1570,3,45.0
1570,4,74.0
1570,5,85.0
1570,6,53.0
1571,1,86.0
1571,2,47.0
1571,3,54.0
1571,4,93.0
1571,5,66.0
1571,6,52.0
1572,1,88.0
1572,2,70.0
1572,3,92.0
1572,4,95.0
1572,5,74.0
1572,6,99.0
1573,1,45.0
1573,2,44.0
1573,3,61.0
1573,4,97.0
1573,5,88.0
1573,6,62.0
1574,1,64.0
1574,2,73.0
1574,3,65.0
1574,4,86.0
1574,5,44.0
1574,6,65.0
1575,1,59.0
1575,2,45.0
1575,3,45.0
1575,4,98.0
1575,5,89.0
1575,6,57.0
1576,1,43.0
1576,2,56.0
1576,3,96.0
1576,4,53.0
1576,5,53.0
1576,6,52.0
1577,1,46.0
1577,2,
1577,3,94.0
1577,4,54.0
1577,5,58.0
1577,6,82.0
1578,1,86.0
1578,2,83.0
1578,3,74.0
1578,4,56.0
1578,5,74.0
1578,6,58.0
1579,1,59.0
1579,2,75.0
1579,3,74.0
1579,4,71.0
1579,5,97.0
1579,6,87.0
1580,1,83.0
1580,2,79.0
1580,3,63.0
1580,4,56.0
1580,5,46.0
1580,6,82.0
1581,1,89.0
1581,2,40.0
1581,3,74.0
1581,4,71.0
1581,5,75.0
1581,6,52.0
1582,1,45.0
1582,2,97.0
1582,3,53.0
1582,4,76.0
1582,5,87.0
1582,6,54.0
1583,1,86.0
1583,2,43.0
1583,3,79.0
1583,4,98.0
1583,5,55.0
1583,6,67.0
1584,1,55.0
1584,2,43.0
1584,3,84.0
1584,4,65.0
1584,5,67.0
1584,6,71.0
1585,1,84.0
1585,2,41.0
1585,3,70.0
1585,4,42.0
1585,5,93.0
1585,6,47.0
1586,1,63.0
1586,2,54.0
1586,3,82.0
1586,4,70.0
1586,5,48.0
1586,6,78.0
1587,1,84.0
1587,2,41.0
1587,3,47.0
1587,4,46.0
1587,5,95.0
1587,6,83.0
1588,1,90.0
1588,2,78.0
1588,3,81.0
1588,4,96.0
1588,5,55.0
1588,6,
1589,1,69.0
1589,2,49.0
1589,3,77.0
1589,4,57.0
1589,5,89.0
1589,6,44.0
1590,1,92.0
1590,2,68.0
1590,3,78.0
1590,4,99.0
1590,5,73.0
1590,6,82.0
1591,1,84.0
1591,2,62.0
1591,3,44.0
1591,4,69.0
1591,5,45.0
1591,6,95.0
1592,1,97.0
1592,2,85.0
1592,3,83.0
1592,4,43.0
1592,5,68.0
1592,6,62.0
1593,1,45.0
1593,2,71.0
1593,3,81.0
1593,4,57.0
1593,5,54.0
1593,6,79.0
1594,1,97.0
1594,2,71.0
1594,3,48.0
1594,4,76.0
1594,5,49.0
1594,6,59.0
1595,1,45.0
1595,2,87.0
1595,3,95.0
1595,4,98.0
1595,5,42.0
1595,6,81.0
1596,1,50.0
1596,2,82.0
1596,3,56.0
1596,4,71.0
1596,5,43.0
1596,6,43.0
1597,1,56.0
1597,2,80.0
1597,3,58.0
1597,4,44.0
1597,5,71.0
1597,6,61.0
1598,1,95.0
1598,2,45.0
1598,3,74.0
1598,4,61.0
1598,5,40.0
1598,6,59.0
1599,1,61.0
1599,2,87.0
1599,3,94.0
1599,4,50.0
1599,5,52.0
1599,6,98.0
1600,1,81.0
1600,2,42.0
1600,3,48.0
1600,4,99.0
1600,5,51.0
1600,6,62.0
1601,1,53.0
1601,2,72.0
1601,3,57.0
1601,4,88.0
1601,5,98.0
1601,6,80.0
1602,1,48.0
1602,2,62.0
1602,3,49.0
1602,4,58.0
1602,5,86.0
1602,6,44.0
1603,1,86.0
1603,2,91.0
1603,3,62.0
1603,4,69.0
1603,5,64.0
1603,6,67.0
1604,1,73.0
1604,2,84.0
1604,3,95.0
1604,4,87.0
1604,5,86.0
1604,6,64.0
1605,1,49.0
1605,2,53.0
1605,3,81.0
1605,4,96.0
1605,5,85.0
1605,6,97.0
1606,1,69.0
1606,2,94.0
1606,3,80.0
1606,4,64.0
1606,5,53.0
1606,6,74.0
1607,1,91.0
1607,2,87.0
1607,3,73.0
1607,4,49.0
1607,5,74.0
1607,6,50.0
1608,1,50.0
1608,2,60.0
1608,3,60.0
1608,4,61.0
1608,5,84.0
1608,6,46.0
1609,1,94.0
1609,2,56.0
1609,3,41.0
1609,4,51.0
1609,5,96.0
1609,6,81.0
1610,1,57.0
1610,2,93.0
1610,3,98.0
1610,4,50.0
1610,5,55.0
1610,6,88.0
1611,1,90.0
1611,2,57.0
1611,3,74.0
1611,4,92.0
1611,5,98.0
1611,6,65.0
1612,1,55.0
1612,2,45.0
1612,3,96.0
1612,4,83.0
1612,5,82.0
1612,6,86.0
1613,1,86.0
1613,2,87.0
1613,3,81.0
1613,4,51.0
1613,5,99.0
1613,6,52.0
1614,1,43.0
1614,2,78.0
1614,3,93.0
1614,4,41.0
1614,5,65.0
1614,6,98.0
1615,1,66.0
1615,2,66.0
1615,3,54.0
1615,4,47.0
1615,5,46.0
1615,6,86.0
1616,1,94.0
1616,2,85.0
1616,3,79.0
1616,4,99.0
1616,5,51.0
1616,6,52.0
1617,1,82.0
1617,2,56.0
1617,3,56.0
1617,4,95.0
1617,5,75.0
1617,6,60.0
1618,1,47.0
1618,2,44.0
1618,3,65.0
1618,4,55.0
1618,5,75.0
1618,6,67.0
1619,1,93.0
1619,2,68.0
1619,3,86.0
1619,4,51.0
1619,5,76.0
1619,6,69.0
1620,1,62.0
1620,2,55.0
1620,3,53.0
1620,4,49.0
1620,5,46.0
1620,6,84.0
1621,1,91.0
1621,2,99.0
1621,3,76.0
1621,4,68.0
1621,5,42.0
1621,6,54.0
1622,1,75.0
1622,2,86.0
1622,3,85.0
1622,4,91.0
1622,5,58.0
1622,6,52.0
1623,1,81.0
1623,2,60.0
1623,3,76.0
1623,4,66.0
1623,5,94.0
1623,6,91.0
1624,1,68.0
1624,2,59.0
1624,3,64.0
1624,4,45.0
1624,5,75.0
1624,6,41.0
1625,1,61.0
1625,2,71.0
1625,3,55.0
1625,4,57.0
1625,5,44.0
1625,6,93.0
1626,1,75.0
1626,2,69.0
1626,3,84.0
1626,4,58.0
1626,5,62.0
1626,6,73.0
1627,1,52.0
1627,2,82.0
1627,3,93.0
1627,4,68.0
1627,5,75.0
1627,6,61.0
1628,1,91.0
1628,2,91.0
1628,3,86.0
1628,4,75.0
1628,5,48.0
1628,6,78.0
1629,1,90.0
1629,2,58.0
1629,3,77.0
1629,4,45.0
1629,5,91.0
1629,6,86.0
1630,1,54.0
1630,2,96.0
1630,3,59.0
1630,4,48.0
1630,5,71.0
1630,6,43.0
1631,1,89.0
1631,2,57.0
1631,3,44.0
1631,4,59.0
1631,5,62.0
1631,6,50.0
1632,1,76.0
1632,2,61.0
1632,3,97.0
1632,4,43.0
1632,5,68.0
1632,6,83.0
1633,1,73.0
1633,2,52.0
1633,3,81.0
1633,4,48.0
1633,5,81.0
1633,6,70.0
1634,1,46.0
1634,2,43.0
1634,3,58.0
1634,4,81.0
1634,5,69.0
1634,6,70.0
1635,1,74.0
1635,2,96.0
1635,3,60.0
1635,4,70.0
1635,5,58.0
1635,6,70.0
1636,1,92.0
1636,2,71.0
1636,3,41.0
1636,4,98.0
1636,5,91.0
1636,6,49.0
1637,1,41.0
1637,2,41.0
1637,3,99.0
1637,4,63.0
1637,5,56.0
1637,6,71.0
1638,1,55.0
1638,2,55.0
1638,3,85.0
1638,4,78.0
1638,5,92.0
1638,6,70.0
1639,1,82.0
1639,2,63.0
1639,3,40.0
1639,4,50.0
1639,5,94.0
1639,6,60.0
1640,1,43.0
1640,2,46.0
1640,3,65.0
1640,4,86.0
1640,5,89.0
1640,6,51.0
1641,1,70.0
1641,2,56.0
1641,3,72.0
1641,4,50.0
1641,5,67.0
1641,6,71.0
1642,1,40.0
1642,2,86.0
1642,3,67.0
1642,4,92.0
1642,5,81.0
1642,6,46.0
1643,1,41.0
1643,2,81.0
1643,3,63.0
1643,4,43.0
1643,5,83.0
1643,6,
1644,1,65.0
1644,2,50.0
1644,3,79.0
1644,4,89.0
1644,5,82.0
1644,6,50.0
1645,1,84.0
1645,2,42.0
1645,3,51.0
1645,4,42.0
1645,5,81.0
1645,6,66.0
1646,1,88.0
1646,2,93.0
1646,3,41.0
1646,4,88.0
1646,5,55.0
1646,6,41.0
1647,1,99.0
1647,2,93.0
1647,3,69.0
1647,4,59.0
1647,5,77.0
1647,6,67.0
1648,1,64.0
1648,2,71.0
1648,3,49.0
1648,4,99.0
1648,5,81.0
1648,6,79.0
1649,1,72.0
1649,2,52.0
1649,3,95.0
1649,4,80.0
1649,5,93.0
1649,6,81.0
1650,1,86.0
1650,2,76.0
1650,3,93.0
1650,4,55.0
1650,5,84.0
1650,6,61.0
1651,1,96.0
1651,2,59.0
1651,3,89.0
1651,4,82.0
1651,5,66.0
1651,6,80.0
1652,1,55.0
1652,2,73.0
1652,3,71.0
1652,4,65.0
1652,5,64.0
1652,6,41.0
1653,1,51.0
1653,2,79.0
1653,3,48.0
1653,4,51.0
1653,5,65.0
1653,6,48.0
1654,1,49.0
1654,2,71.0
1654,3,96.0
1654,4,73.0
1654,5,87.0
1654,6,59.0
1655,1,78.0
1655,2,99.0
1655,3,41.0
1655,4,40.0
1655,5,90.0
1655,6,99.0
1656,1,75.0
1656,2,63.0
1656,3,93.0
1656,4,66.0
1656,5,41.0
1656,6,70.0
1657,1,96.0
1657,2,53.0
1657,3,41.0
1657,4,68.0
1657,5,54.0
1657,6,51.0
1658,1,76.0
1658,2,67.0
1658,3,59.0
1658,4,78.0
1658,5,63.0
1658,6,60.0
1659,1,49.0
1659,2,85.0
1659,3,53.0
1659,4,76.0
1659,5,57.0
1659,6,63.0
1660,1,53.0
1660,2,73.0
1660,3,97.0
1660,4,51.0
1660,5,61.0
1660,6,95.0
1661,1,45.0
1661,2,75.0
1661,3,84.0
1661,4,75.0
1661,5,61.0
1661,6,53.0
1662,1,55.0
1662,2,75.0
1662,3,95.0
1662,4,64.0
1662,5,71.0
1662,6,72.0
1663,1,84.0
1663,2,75.0
1663,3,59.0
1663,4,57.0
1663,5,77.0
1663,6,42.0
1664,1,62.0
1664,2,71.0
1664,3,84.0
1664,4,98.0
1664,5,55.0
1664,6,98.0
1665,1,44.0
1665,2,43.0
1665,3,60.0
1665,4,79.0
1665,5,90.0
1665,6,53.0
1666,1,78.0
1666,2,70.0
1666,3,53.0
1666,4,45.0
1666,5,51.0
1666,6,55.0
1667,1,56.0
1667,2,84.0
1667,3,62.0
1667,4,53.0
1667,5,46.0
1667,6,85.0
1668,1,71.0
1668,2,54.0
1668,3,83.0
1668,4,56.0
1668,5,80.0
1668,6,93.0
1669,1,86.0
1669,2,83.0
1669,3,73.0
1669,4,44.0
1669,5,84.0
1669,6,66.0
1670,1,91.0
1670,2,62.0
1670,3,79.0
1670,4,98.0
1670,5,53.0
1670,6,54.0
1671,1,82.0
1671,2,72.0
1671,3,92.0
1671,4,70.0
1671,5,74.0
1671,6,56.0
1672,1,67.0
1672,2,58.0
1672,3,85.0
1672,4,93.0
1672,5,62.0
1672,6,71.0
1673,1,79.0
1673,2,52.0
1673,3,98.0
1673,4,59.0
1673,5,74.0
1673,6,44.0
1674,1,48.0
1674,2,68.0
1674,3,45.0
1674,4,64.0
1674,5,70.0
1674,6,61.0
1675,1,41.0
1675,2,84.0
1675,3,44.0
1675,4,99.0
1675,5,66.0
1675,6,64.0
1676,1,47.0
1676,2,94.0
1676,3,40.0
1676,4,59.0
1676,5,83.0
1676,6,62.0
1677,1,71.0
1677,2,50.0
1677,3,78.0
1677,4,86.0
1677,5,93.0
1677,6,63.0
1678,1,50.0
1678,2,68.0
1678,3,93.0
1678,4,65.0
1678,5,55.0
1678,6,74.0
1679,1,59.0
1679,2,85.0
1679,3,42.0
1679,4,40.0
1679,5,97.0
1679,6,92.0
1680,1,86.0
1680,2,40.0
1680,3,56.0
1680,4,41.0
1680,5,68.0
1680,6,59.0
1681,1,45.0
1681,2,47.0
1681,3,68.0
1681,4,87.0
1681,5,90.0
1681,6,72.0
1682,1,42.0
1682,2,99.0
1682,3,74.0
1682,4,44.0
1682,5,66.0
1682,6,83.0
1683,1,51.0
1683,2,59.0
1683,3,84.0
1683,4,59.0
1683,5,48.0
1683,6,78.0
1684,1,43.0
1684,2,90.0
1684,3,93.0
1684,4,58.0
1684,5,77.0
1684,6,66.0
1685,1,84.0
1685,2,82.0
1685,3,52.0
1685,4,52.0
1685,5,99.0
1685,6,96.0
1686,1,61.0
1686,2,67.0
1686,3,91.0
1686,4,86.0
1686,5,92.0
1686,6,84.0
1687,1,61.0
1687,2,82.0
1687,3,58.0
1687,4,47.0
1687,5,91.0
1687,6,47.0
1688,1,81.0
1688,2,65.0
1688,3,87.0
1688,4,90.0
1688,5,65.0
1688,6,62.0
1689,1,82.0
1689,2,52.0
1689,3,67.0
1689,4,48.0
1689,5,59.0
1689,6,
1690,1,58.0
1690,2,87.0
1690,3,78.0
1690,4,90.0
1690,5,51.0
1690,6,54.0
1691,1,70.0
1691,2,94.0
1691,3,53.0
1691,4,50.0
1691,5,65.0
1691,6,81.0
1692,1,66.0
1692,2,50.0
1692,3,77.0
1692,4,73.0
1692,5,82.0
1692,6,58.0
1693,1,45.0
1693,2,85.0
1693,3,91.0
1693,4,77.0
1693,5,88.0
1693,6,81.0
1694,1,67.0
1694,2,40.0
1694,3,74.0
1694,4,79.0
1694,5,47.0
1694,6,98.0
1695,1,91.0
1695,2,93.0
1695,3,86.0
1695,4,95.0
1695,5,46.0
1695,6,50.0
1696,1,78.0
1696,2,43.0
1696,3,64.0
1696,4,51.0
1696,5,65.0
1696,6,77.0
1697,1,85.0
1697,2,51.0
1697,3,82.0
1697,4,90.0
1697,5,92.0
1697,6,76.0
1698,1,85.0
1698,2,92.0
1698,3,63.0
1698,4,55.0
1698,5,96.0
1698,6,52.0
1699,1,64.0
1699,2,93.0
1699,3,93.0
1699,4,96.0
1699,5,91.0
1699,6,93.0
1700,1,43.0
1700,2,50.0
1700,3,71.0
1700,4,88.0
1700,5,46.0
1700,6,85.0
1701,1,97.0
1701,2,50.0
1701,3,
1701,4,93.0
1701,5,80.0
1701,6,62.0
1702,1,84.0
1702,2,62.0
1702,3,89.0
1702,4,67.0
1702,5,82.0
1702,6,86.0
1703,1,96.0
1703,2,65.0
1703,3,64.0
1703,4,93.0
1703,5,68.0
1703,6,58.0
1704,1,72.0
1704,2,75.0
1704,3,53.0
1704,4,53.0
1704,5,74.0
1704,6,69.0
1705,1,67.0
1705,2,56.0
1705,3,42.0
1705,4,55.0
1705,5,85.0
1705,6,69.0
1706,1,91.0
1706,2,68.0
1706,3,84.0
1706,4,54.0
1706,5,85.0
1706,6,95.0
1707,1,64.0
1707,2,90.0
1707,3,77.0
1707,4,81.0
1707,5,98.0
1707,6,86.0
1708,1,92.0
1708,2,93.0
1708,3,91.0
1708,4,97.0
1708,5,77.0
1708,6,62.0
1709,1,64.0
1709,2,81.0
1709,3,46.0
1709,4,61.0
1709,5,56.0
1709,6,57.0
1710,1,88.0
1710,2,80.0
1710,3,49.0
1710,4,49.0
1710,5,96.0
1710,6,46.0
1711,1,87.0
1711,2,89.0
1711,3,77.0
1711,4,66.0
1711,5,91.0
1711,6,72.0
1712,1,40.0
1712,2,83.0
1712,3,92.0
1712,4,99.0
1712,5,73.0
1712,6,43.0
1713,1,56.0
1713,2,43.0
1713,3,82.0
1713,4,93.0
1713,5,65.0
1713,6,43.0
1714,1,40.0
1714,2,46.0
1714,3,69.0
1714,4,89.0
1714,5,48.0
1714,6,74.0
1715,1,47.0
1715,2,63.0
1715,3,58.0
1715,4,75.0
1715,5,89.0
1715,6,91.0
1716,1,98.0
1716,2,82.0
1716,3,
1716,4,71.0
1716,5,53.0
1716,6,96.0
1717,1,57.0
1717,2,67.0
1717,3,99.0
1717,4,68.0
1717,5,55.0
1717,6,74.0
1718,1,
1718,2,98.0
1718,3,98.0
1718,4,70.0
1718,5,43.0
1718,6,76.0
1719,1,56.0
1719,2,78.0
1719,3,87.0
1719,4,85.0
1719,5,65.0
1719,6,87.0
1720,1,78.0
1720,2,80.0
1720,3,43.0
1720,4,69.0
1720,5,69.0
1720,6,61.0
1721,1,50.0
1721,2,41.0
1721,3,83.0
1721,4,51.0
1721,5,69.0
1721,6,75.0
1722,1,57.0
1722,2,65.0
1722,3,92.0
1722,4,46.0
1722,5,40.0
1722,6,97.0
1723,1,65.0
1723,2,62.0
1723,3,65.0
1723,4,84.0
1723,5,45.0
1723,6,45.0
1724,1,83.0
1724,2,47.0
1724,3,63.0
1724,4,61.0
1724,5,58.0
1724,6,76.0
1725,1,57.0
1725,2,
1725,3,76.0
1725,4,69.0
1725,5,96.0
1725,6,81.0
1726,1,72.0
1726,2,49.0
1726,3,76.0
1726,4,51.0
1726,5,93.0
1726,6,69.0
1727,1,66.0
1727,2,78.0
1727,3,48.0
1727,4,93.0
1727,5,60.0
1727,6,51.0
1728,1,94.0
1728,2,68.0
1728,3,
1728,4,82.0
1728,5,92.0
1728,6,54.0
1729,1,41.0
1729,2,91.0
1729,3,78.0
1729,4,92.0
1729,5,83.0
1729,6,93.0
1730,1,57.0
1730,2,42.0
1730,3,46.0
1730,4,82.0
1730,5,57.0
1730,6,83.0
1731,1,77.0
1731,2,76.0
1731,3,97.0
1731,4,72.0
1731,5,83.0
1731,6,98.0
1732,1,70.0
1732,2,97.0
1732,3,50.0
1732,4,43.0
1732,5,98.0
1732,6,57.0
1733,1,43.0
1733,2,88.0
1733,3,73.0
1733,4,68.0
1733,5,63.0
1733,6,61.0
1734,1,41.0
1734,2,83.0
1734,3,45.0
1734,4,81.0
1734,5,64.0
1734,6,94.0
1735,1,96.0
1735,2,60.0
1735,3,94.0
1735,4,98.0
1735,5,55.0
1735,6,70.0
1736,1,53.0
1736,2,78.0
1736,3,67.0
1736,4,71.0
1736,5,67.0
1736,6,90.0
1737,1,94.0
1737,2,88.0
1737,3,48.0
1737,4,97.0
1737,5,84.0
1737,6,61.0
1738,1,71.0
1738,2,44.0
1738,3,62.0
1738,4,44.0
1738,5,81.0
1738,6,92.0
1739,1,71.0
1739,2,98.0
1739,3,49.0
1739,4,98.0
1739,5,78.0
1739,6,97.0
1740,1,54.0
1740,2,46.0
1740,3,68.0
1740,4,98.0
1740,5,86.0
1740,6,42.0
1741,1,58.0
1741,2,49.0
1741,3,67.0
1741,4,68.0
1741,5,54.0
1741,6,74.0
1742,1,45.0
1742,2,51.0
1742,3,86.0
1742,4,77.0
1742,5,52.0
1742,6,68.0
1743,1,58.0
1743,2,42.0
1743,3,47.0
1743,4,47.0
1743,5,94.0
1743,6,97.0
1744,1,59.0
1744,2,86.0
1744,3,43.0
1744,4,90.0
1744,5,60.0
1744,6,42.0
1745,1,84.0
1745,2,47.0
1745,3,62.0
1745,4,55.0
1745,5,52.0
1745,6,42.0
1746,1,87.0
1746,2,48.0
1746,3,99.0
1746,4,53.0
1746,5,52.0
1746,6,92.0
1747,1,96.0
1747,2,46.0
1747,3,54.0
1747,4,46.0
1747,5,77.0
1747,6,73.0
1748,1,80.0
1748,2,61.0
1748,3,63.0
1748,4,88.0
1748,5,76.0
1748,6,83.0
1749,1,40.0
1749,2,49.0
1749,3,82.0
1749,4,55.0
1749,5,85.0
1749,6,47.0
1750,1,95.0
1750,2,88.0
1750,3,64.0
1750,4,89.0
1750,5,51.0
1750,6,64.0
1751,1,56.0
1751,2,99.0
1751,3,65.0
1751,4,85.0
1751,5,87.0
1751,6,53.0
1752,1,80.0
1752,2,75.0
1752,3,96.0
1752,4,62.0
1752,5,82.0
1752,6,45.0
1753,1,86.0
1753,2,44.0
1753,3,82.0
1753,4,64.0
1753,5,57.0
1753,6,52.0
1754,1,82.0
1754,2,53.0
1754,3,67.0
1754,4,57.0
1754,5,98.0
1754,6,99.0
1755,1,96.0
1755,2,67.0
1755,3,90.0
1755,4,95.0
1755,5,66.0
1755,6,71.0
1756,1,86.0
1756,2,48.0
1756,3,79.0
1756,4,71.0
1756,5,59.0
1756,6,67.0
1757,1,72.0
1757,2,43.0
1757,3,85.0
1757,4,96.0
1757,5,73.0
1757,6,87.0
1758,1,42.0
1758,2,65.0
1758,3,47.0
1758,4,45.0
1758,5,55.0
1758,6,63.0
1759,1,87.0
1759,2,78.0
1759,3,69.0
1759,4,84.0
1759,5,52.0
1759,6,44.0
1760,1,64.0
1760,2,59.0
1760,3,93.0
1760,4,57.0
1760,5,86.0
1760,6,57.0
1761,1,41.0
1761,2,49.0
1761,3,94.0
1761,4,84.0
1761,5,89.0
1761,6,86.0
1762,1,51.0
1762,2,86.0
1762,3,52.0
1762,4,89.0
1762,5,86.0
1762,6,96.0
1763,1,94.0
1763,2,50.0
1763,3,58.0
1763,4,74.0
1763,5,78.0
1763,6,92.0
1764,1,65.0
1764,2,85.0
1764,3,53.0
1764,4,93.0
1764,5,84.0
1764,6,83.0
1765,1,63.0
1765,2,80.0
1765,3,40.0
1765,4,90.0
1765,5,82.0
1765,6,94.0
1766,1,61.0
1766,2,62.0
1766,3,95.0
1766,4,93.0
1766,5,58.0
1766,6,57.0
1767,1,51.0
1767,2,94.0
1767,3,67.0
1767,4,67.0
1767,5,99.0
1767,6,
1768,1,72.0
1768,2,58.0
1768,3,67.0
1768,4,98.0
1768,5,91.0
1768,6,88.0
1769,1,76.0
1769,2,65.0
1769,3,74.0
1769,4,73.0
1769,5,74.0
1769,6,79.0
1770,1,55.0
1770,2,77.0
1770,3,52.0
1770,4,62.0
1770,5,99.0
1770,6,93.0
1771,1,61.0
1771,2,55.0
1771,3,67.0
1771,4,87.0
1771,5,74.0
1771,6,99.0
1772,1,84.0
1772,2,85.0
1772,3,47.0
1772,4,83.0
1772,5,94.0
1772,6,94.0
1773,1,61.0
1773,2,60.0
1773,3,65.0
1773,4,79.0
1773,5,60.0
1773,6,64.0
1774,1,80.0
1774,2,40.0
1774,3,45.0
1774,4,62.0
1774,5,90.0
1774,6,62.0
1775,1,82.0
1775,2,82.0
1775,3,62.0
1775,4,71.0
1775,5,69.0
1775,6,52.0
1776,1,82.0
1776,2,
1776,3,62.0
1776,4,54.0
1776,5,72.0
1776,6,60.0
1777,1,96.0
1777,2,78.0
1777,3,62.0
1777,4,66.0
1777,5,84.0
1777,6,83.0
1778,1,57.0
1778,2,63.0
1778,3,90.0
1778,4,86.0
1778,5,79.0
1778,6,90.0
